type,price,station,beds,baths,receptions,post_code,location
terraced,585000.0,,2,1,2,WA14,altrincham
detached,320000.0,3.0,4,3,2,WN7,manchester
terraced,130000.0,3.1,2,1,1,WN7,manchester
flat,160000.0,1.1,2,1,2,M28,manchester
semi-detached,240000.0,0.6,2,1,1,M34,manchester
flat,225000.0,0.4,1,1,1,M2,manchester
flat,385987.0,0.0,2,2,1,M1,manchester
flat,395000.0,0.3,3,2,1,M3,salford
flat,517293.0,0.0,2,2,1,M1,manchester
flat,295000.0,0.3,2,1,1,M3,salford
flat,265000.0,0.0,1,1,1,M1,manchester
flat,224000.0,0.0,1,1,1,M1,manchester
terraced,150000.0,0.1,3,1,0,M18,manchester
flat,200000.0,0.3,1,1,1,M3,salford
terraced,135000.0,0.5,2,1,1,BL5,bolton
semi-detached,240000.0,2.3,3,2,1,WN7,leigh
semi-detached,220000.0,,3,2,1,BL1,bolton
detached,300000.0,,3,1,2,BL9,bury
flat,190000.0,0.4,1,0,0,M5,manchester
terraced,110000.0,1.2,3,1,2,WN4,wigan
flat,160000.0,1.1,2,1,1,M14,manchester
semi-detached,180000.0,0.9,2,0,0,SK1,stockport
semi-detached,430000.0,0.8,4,2,3,SK8,manchester
flat,224000.0,0.3,1,1,1,M3,manchester
detached,650000.0,0.5,4,0,0,SK4,manchester
semi-detached,350000.0,0.7,3,0,0,M16,manchester
terraced,125000.0,1.5,2,1,0,M38,manchester
detached,280000.0,1.6,4,3,3,WN8,skelmersdale
terraced,170000.0,0.9,2,1,1,M34,manchester
flat,105000.0,0.9,1,1,0,SK5,stockport
terraced,220000.0,2.8,2,1,1,M29,manchester
detached,290000.0,0.7,3,2,2,M30,manchester
semi-detached,325000.0,,3,1,2,M6,salford
flat,275000.0,0.1,2,1,1,M4,manchester
terraced,95000.0,0.6,2,1,2,WN4,manchester
terraced,295000.0,0.9,2,1,2,SK12,stockport
flat,158000.0,0.1,1,1,0,M1,manchester
flat,160000.0,0.9,1,1,1,M50,manchester
flat,184040.0,0.4,1,1,1,M4,manchester
flat,160000.0,0.7,2,1,1,M5,manchester
flat,100000.0,0.7,1,1,0,M4,manchester
flat,110000.0,0.5,1,1,1,M5,salford
flat,151000.0,0.6,1,1,1,M5,salford
flat,210000.0,0.4,2,1,0,M4,manchester
flat,169000.0,0.5,2,1,1,M5,manchester
flat,195000.0,0.8,2,2,1,M5,salford
flat,190000.0,0.8,1,1,1,M5,salford
flat,360000.0,0.8,3,0,0,M5,salford
flat,283000.0,0.4,2,2,1,M16,manchester
flat,170000.0,0.7,1,1,1,M4,manchester
flat,200000.0,0.1,1,1,1,SK8,cheadle
detached,1250000.0,1.3,5,5,4,M28,manchester
flat,170000.0,0.4,1,1,1,M5,salford
flat,170000.0,0.1,1,1,0,M1,manchester
flat,179995.0,0.5,2,1,1,M5,salford
terraced,130000.0,2.6,2,0,0,WN7,leigh
semi-detached,145000.0,0.6,2,1,1,SK14,hyde
terraced,140000.0,0.5,2,1,1,SK14,hyde
terraced,105000.0,0.7,2,1,1,WN1,wigan
semi-detached,275000.0,1.0,3,1,2,BL3,bolton
flat,221000.0,0.1,2,2,0,M3,manchester
flat,334000.0,0.1,2,2,0,M3,manchester
flat,321000.0,0.1,2,2,0,M3,manchester
flat,423000.0,0.1,2,2,0,M3,manchester
terraced,180000.0,0.1,2,1,1,SK5,manchester
semi-detached,150000.0,0.9,3,1,2,M46,manchester
end terrace,140000.0,2.7,3,1,0,OL8,oldham
semi-detached,295000.0,0.6,3,2,2,WN4,wigan
terraced,210000.0,2.7,2,1,1,OL16,rochdale
detached,430000.0,0.9,4,4,2,BL5,bolton
detached,280000.0,1.3,3,3,2,OL6,ashtonunderlyne
flat,77500.0,1.2,2,1,0,M7,manchester
terraced,170000.0,0.8,3,1,1,SK15,stalybridge
terraced,150000.0,,2,1,2,WN1,wigan
end terrace,350000.0,0.1,4,1,1,SK2,cheshire
terraced,145000.0,,3,1,1,M26,manchester
detached,300000.0,2.1,3,2,3,OL12,rochdale
terraced,135000.0,,2,1,1,BL1,bolton
terraced,165000.0,0.3,2,1,2,WN3,manchester
terraced,140000.0,0.6,2,1,1,SK14,hyde
semi-detached,165000.0,2.0,3,2,1,M9,manchester
flat,195000.0,0.9,1,1,1,M50,salford
flat,95000.0,,1,1,1,OL7,ashtonunderlyne
semi-detached,200000.0,,3,1,1,BL9,bury
terraced,130000.0,2.6,2,1,2,WN7,leigh
detached,300000.0,,3,1,1,BL9,bury
flat,70000.0,2.2,1,1,1,M8,manchester
terraced,160000.0,1.3,2,1,1,M40,manchester
flat,300000.0,0.6,2,1,1,M4,manchester
flat,295000.0,0.6,2,1,1,M4,manchester
terraced,195000.0,3.8,2,2,2,BL0,bury
flat,235000.0,0.6,1,1,1,M4,manchester
flat,100000.0,,1,1,1,BL9,bury
terraced,130000.0,0.5,3,1,2,BL4,manchester
semi-detached,350000.0,1.6,3,2,2,OL11,rochdale
end terrace,160000.0,1.1,2,1,1,M29,manchester
flat,326000.0,0.3,2,2,1,M3,manchester
semi-detached,220000.0,1.8,3,1,1,M21,manchester
semi-detached,220000.0,2.2,3,1,2,WN7,leigh
semi-detached,160000.0,,3,1,2,BL9,bury
terraced,210000.0,0.9,2,1,1,M22,manchester
semi-detached,240000.0,1.6,3,1,2,BL1,bolton
terraced,200000.0,,3,1,2,BL9,bury
detached,500000.0,,4,2,2,M6,salford
end terrace,220000.0,1.1,2,1,2,SK14,manchester
semi-detached,270000.0,1.6,3,2,2,M14,manchester
semi-detached,160000.0,0.4,3,1,2,WN5,wigan
semi-detached,325000.0,0.5,3,1,0,SK2,stockport
semi-detached,265000.0,0.5,3,1,2,SK6,manchester
flat,180000.0,0.2,1,1,1,M3,salford
semi-detached,250000.0,0.3,3,1,1,SK6,manchester
detached,375000.0,,4,3,3,OL6,ashtonunderlyne
flat,210000.0,0.4,2,1,0,M4,manchester
flat,190000.0,0.8,1,1,1,M5,salford
flat,195000.0,0.8,2,2,1,M5,salford
flat,360000.0,0.8,3,0,0,M5,salford
flat,283000.0,0.4,2,2,1,M16,manchester
flat,240000.0,,2,2,2,BL9,bury
terraced,90000.0,1.2,2,0,0,OL12,rochdale
flat,275000.0,0.7,2,2,1,M5,salford
flat,200000.0,0.7,1,1,1,M5,salford
flat,225950.0,0.7,2,2,1,M5,salford
detached,270000.0,,3,1,3,BL1,bolton
flat,80000.0,2.7,1,1,1,M9,manchester
semi-detached,550000.0,0.7,4,2,2,SK7,stockport
flat,475000.0,0.1,2,1,1,WA14,altrincham
semi-detached,250000.0,3.5,3,1,2,WN7,manchester
terraced,220000.0,0.1,3,1,2,M18,manchester
semi-detached,110000.0,1.6,2,1,1,BL2,bolton
end terrace,270000.0,,3,2,1,M6,salford
terraced,130000.0,1.4,2,1,0,M29,manchester
terraced,125000.0,,2,1,0,WN2,wigan
terraced,350000.0,0.5,2,1,2,WA14,manchester
detached,625000.0,0.3,4,2,0,SK7,stockport
flat,230000.0,0.4,1,1,1,M2,manchester
semi-detached,260000.0,0.4,3,2,1,SK14,manchester
flat,284995.0,0.8,3,2,1,M50,salford
flat,169950.0,0.3,1,0,0,SK6,manchester
semi-detached,200000.0,2.8,3,1,2,OL2,manchester
flat,110000.0,,3,1,1,BL1,manchester
terraced,95000.0,,2,1,1,BL1,manchester
detached,270000.0,0.6,3,1,3,M44,manchester
detached,542995.0,1.2,4,0,0,SK7,stockport
semi-detached,294000.0,,3,1,1,OL11,rochdale
flat,216995.0,0.8,2,1,1,M50,salford
flat,175995.0,0.8,1,1,1,M50,salford
flat,395000.0,0.3,3,2,1,M3,salford
terraced,155000.0,,2,1,1,OL5,ashtonunderlyne
flat,295000.0,0.3,2,1,1,M3,salford
flat,200000.0,0.3,1,1,1,M3,salford
detached,290000.0,1.4,4,1,2,BL6,bolton
flat,125000.0,0.4,2,2,0,SK15,manchester
flat,300000.0,0.6,2,1,1,M4,manchester
flat,295000.0,0.6,2,1,1,M4,manchester
flat,235000.0,0.6,1,1,1,M4,manchester
flat,450000.0,0.4,3,2,1,M2,manchester
detached,700000.0,,4,3,2,M45,manchester
semi-detached,170000.0,0.4,2,1,1,WN5,wigan
flat,325000.0,0.4,2,1,1,M2,manchester
flat,225000.0,0.4,1,1,1,M2,manchester
flat,225000.0,0.4,1,1,1,M2,manchester
detached,300000.0,1.5,3,1,1,M28,manchester
flat,160000.0,0.3,2,1,1,SK2,cheshire
flat,250000.0,0.8,2,1,1,M50,salford
detached,285000.0,,3,2,3,M9,manchester
flat,210000.0,0.2,2,2,1,M4,manchester
terraced,120000.0,0.7,2,1,0,M30,manchester
terraced,125000.0,,2,1,1,OL6,ashtonunderlyne
flat,170000.0,0.6,2,1,1,M14,manchester
terraced,200000.0,1.2,4,2,2,SK2,stockport
terraced,260000.0,1.5,3,1,2,M16,manchester
terraced,105000.0,2.6,2,1,1,WN7,manchester
semi-detached,250000.0,,4,1,1,OL9,oldham
semi-detached,140000.0,1.1,3,1,1,M38,manchester
flat,360000.0,0.8,3,0,0,M5,salford
flat,283000.0,0.4,2,2,1,M16,manchester
flat,190000.0,0.8,1,1,1,M5,salford
flat,195000.0,0.8,2,2,1,M5,salford
flat,210000.0,0.4,2,1,0,M4,manchester
detached,220000.0,,3,1,1,BL2,manchester
detached,190000.0,,3,1,1,WN3,wigan
terraced,235000.0,0.8,3,3,1,OL7,ashtonunderlyne
end terrace,230000.0,1.8,3,0,0,M23,manchester
semi-detached,220000.0,,3,2,1,BL1,bolton
flat,90000.0,,2,1,0,OL6,ashtonunderlyne
flat,41500.0,0.7,1,1,1,WN3,wigan
end terrace,400000.0,0.4,3,1,2,M19,manchester
semi-detached,260000.0,0.4,3,1,1,M19,manchester
flat,220000.0,0.7,2,2,1,M5,salford
flat,200000.0,0.3,1,1,1,M3,salford
end terrace,180000.0,1.4,3,1,2,M14,manchester
semi-detached,395000.0,1.0,4,1,2,SK12,stockport
terraced,160000.0,0.8,2,1,1,M34,manchester
flat,180000.0,0.7,2,1,1,M4,manchester
flat,180000.0,0.7,2,1,1,M4,manchester
flat,184995.0,0.3,1,1,1,M1,manchester
flat,185000.0,0.4,1,1,0,M5,salford
flat,186000.0,0.3,1,1,0,M1,manchester
detached,265000.0,3.0,3,2,3,OL4,oldham
terraced,250000.0,1.0,3,1,1,M20,manchester
flat,190000.0,0.1,1,1,0,M1,manchester
flat,199995.0,0.7,2,1,1,M4,manchester
terraced,95000.0,2.3,2,1,1,WN7,leigh
semi-detached,650000.0,0.2,5,2,0,SK6,manchester
flat,400000.0,1.5,2,2,1,M20,manchester
flat,360000.0,0.4,3,2,1,M5,salford
terraced,180000.0,0.3,2,1,2,SK14,hyde
terraced,160000.0,0.8,2,0,0,M5,manchester
flat,200000.0,0.3,2,1,1,M1,manchester
flat,200000.0,0.4,1,1,1,M5,salford
flat,200000.0,0.1,1,1,0,M1,manchester
flat,92000.0,0.5,1,1,1,M5,salford
terraced,180000.0,0.3,3,1,2,OL11,rochdale
flat,200000.0,0.9,1,1,1,M50,salford
detached,375000.0,1.1,4,2,3,BL6,manchester
flat,210000.0,0.4,2,1,1,M5,salford
flat,210000.0,0.9,1,1,1,M50,salford
semi-detached,390000.0,1.1,3,1,2,SK8,manchester
semi-detached,210000.0,2.6,3,2,1,WN6,wigan
flat,235950.0,0.4,2,2,1,M4,manchester
flat,265950.0,0.4,2,2,1,M4,manchester
flat,210000.0,0.9,2,1,1,M50,manchester
flat,215000.0,0.4,2,2,0,M5,manchester
flat,220000.0,0.9,2,1,0,M50,manchester
flat,224995.0,0.3,3,1,1,M1,manchester
flat,225000.0,0.4,2,1,1,M5,salford
flat,230000.0,0.9,1,1,1,M50,salford
terraced,230000.0,0.8,3,1,2,M13,manchester
flat,165000.0,0.4,2,1,1,M3,manchester
flat,200000.0,0.5,2,1,1,M4,manchester
detached,335000.0,1.3,5,3,2,WN4,wigan
flat,298000.0,0.5,2,2,1,M15,manchester
detached,350000.0,0.4,5,0,0,BL6,bolton
flat,400000.0,0.4,2,2,1,M4,manchester
flat,322000.0,0.4,2,2,1,M4,manchester
flat,322000.0,0.4,2,2,1,M4,manchester
flat,295000.0,0.6,2,1,1,M4,manchester
semi-detached,260000.0,0.5,3,0,0,SK4,manchester
flat,235000.0,0.6,1,1,1,M4,manchester
terraced,465000.0,0.2,3,1,2,WA15,altrincham
flat,450000.0,0.4,3,2,1,M2,manchester
flat,325000.0,0.4,2,1,1,M2,manchester
flat,225000.0,0.4,1,1,1,M2,manchester
flat,230000.0,1.7,2,2,1,M16,manchester
detached,300000.0,0.9,4,0,0,WN5,wigan
semi-detached,259950.0,,3,1,1,BL1,bolton
terraced,245000.0,0.9,3,3,0,M6,salford
terraced,245000.0,0.6,3,3,0,M6,salford
end terrace,110000.0,0.6,3,1,2,WN2,manchester
terraced,245000.0,0.8,3,3,0,M6,salford
semi-detached,260000.0,0.6,3,3,0,M6,salford
semi-detached,260000.0,0.6,3,3,0,M6,salford
terraced,100000.0,,3,1,2,WN1,wigan
semi-detached,270000.0,0.8,3,2,1,M28,manchester
detached,299950.0,3.1,4,2,1,WN7,leigh
terraced,170000.0,,2,1,2,BL1,bolton
semi-detached,250000.0,0.5,3,1,1,SK2,cheshire
semi-detached,260000.0,0.6,3,3,0,M6,salford
detached,410000.0,,4,2,3,BL2,bolton
terraced,249950.0,0.8,3,3,0,M6,salford
end terrace,160000.0,0.9,3,1,1,BL1,bolton
flat,110000.0,0.3,1,1,1,WN3,manchester
flat,210000.0,0.4,2,1,0,M4,manchester
detached,330000.0,,4,1,2,BL8,bury
terraced,240000.0,0.8,3,3,0,M6,salford
flat,190000.0,0.8,1,1,1,M5,salford
flat,195000.0,0.9,2,2,1,M5,salford
flat,360000.0,0.8,3,0,0,M5,salford
flat,283000.0,0.4,2,2,1,M16,manchester
terraced,245000.0,0.8,3,3,0,M6,salford
flat,294995.0,0.6,3,3,1,M5,salford
flat,167995.0,0.5,1,1,1,M5,salford
semi-detached,225000.0,0.9,3,1,3,BL6,bolton
semi-detached,160000.0,2.1,4,2,2,WN8,skelmersdale
detached,400000.0,3.4,4,2,2,BL7,bolton
terraced,240000.0,1.7,3,1,1,M20,manchester
terraced,280000.0,1.3,3,2,1,M22,manchester
semi-detached,475000.0,,5,0,0,BL8,lancashire
end terrace,340000.0,2.3,4,2,1,M23,manchester
semi-detached,249950.0,1.6,4,1,1,OL16,rochdale
flat,225000.0,0.4,1,1,1,M2,manchester
flat,295000.0,0.6,2,1,1,M4,manchester
flat,295000.0,0.6,2,1,1,M4,manchester
flat,235000.0,0.6,1,1,1,M4,manchester
terraced,110000.0,1.3,3,1,1,WN7,leigh
flat,395000.0,0.3,3,2,1,M3,salford
flat,295000.0,0.3,2,1,1,M3,salford
flat,200000.0,0.3,1,1,1,M3,salford
semi-detached,215000.0,1.1,3,1,1,M43,manchester
flat,80000.0,0.4,1,1,1,M30,manchester
semi-detached,375000.0,,3,1,2,BL8,bury
detached,370000.0,,4,2,1,M45,manchester
terraced,210000.0,,2,1,1,BL8,bury
semi-detached,250000.0,0.6,3,1,1,M34,manchester
terraced,90000.0,0.5,3,2,2,OL16,rochdale
detached,625000.0,1.5,5,1,3,WN2,wigan
flat,320000.0,0.5,2,2,1,M4,manchester
detached,319995.0,,4,2,2,BL9,bury
flat,220000.0,0.3,2,1,1,M3,manchester
terraced,110000.0,,2,1,1,OL6,ashtonunderlyne
flat,168500.0,0.6,1,1,1,M32,manchester
flat,165500.0,0.6,1,1,1,M32,manchester
end terrace,500000.0,2.1,4,2,2,M33,sale
flat,220000.0,2.7,2,2,1,M29,manchester
semi-detached,168500.0,3.2,3,1,1,OL12,rochdale
terraced,110000.0,3.1,2,1,2,WN7,leigh
flat,99950.0,1.0,1,1,1,M11,manchester
semi-detached,230000.0,2.1,3,0,0,M23,manchester
flat,140000.0,,2,2,1,OL11,rochdale
semi-detached,180000.0,1.6,3,1,1,BL1,bolton
terraced,150000.0,1.6,2,0,0,BL1,bolton
detached,439995.0,0.8,4,0,0,BL3,lancashire
semi-detached,220000.0,1.4,3,1,2,M9,manchester
semi-detached,165000.0,0.5,2,1,0,SK3,stockport
semi-detached,275000.0,1.0,3,1,0,M14,manchester
semi-detached,155000.0,0.7,3,1,2,BL4,bolton
flat,295000.0,0.6,2,1,1,M4,manchester
terraced,200000.0,,3,3,2,M26,manchester
terraced,114950.0,2.2,3,1,2,WN7,manchester
flat,235000.0,0.6,1,1,1,M4,manchester
semi-detached,220000.0,,3,1,2,M5,salford
semi-detached,270000.0,0.7,3,1,2,M34,manchester
flat,180000.0,0.4,1,1,0,M3,salford
terraced,180000.0,0.3,2,1,2,SK3,stockport
flat,140000.0,,2,1,1,M7,salford
flat,450000.0,0.4,3,2,1,M2,manchester
flat,152950.0,1.1,2,2,1,M22,manchester
flat,325000.0,0.4,2,1,1,M2,manchester
flat,225000.0,0.4,1,1,1,M2,manchester
flat,185000.0,0.7,2,2,1,M5,manchester
flat,188000.0,0.3,1,1,0,M17,manchester
semi-detached,240000.0,3.9,2,1,2,BL0,bury
flat,115000.0,0.4,2,1,1,BL1,bolton
flat,369995.0,0.6,3,2,1,M16,manchester
flat,185000.0,0.7,2,2,1,M5,salford
flat,259995.0,0.6,2,1,1,M16,manchester
detached,260000.0,0.6,3,2,2,M28,manchester
semi-detached,625000.0,1.4,3,2,3,M21,manchester
flat,162500.0,0.6,1,1,1,M5,salford
flat,259995.0,0.6,2,1,1,M16,manchester
end terrace,130000.0,,4,2,2,WN2,manchester
terraced,130000.0,0.4,2,1,2,WN5,wigan
semi-detached,200000.0,1.5,3,1,1,M9,manchester
flat,185000.0,0.4,1,1,0,M5,salford
terraced,270000.0,1.7,3,0,0,M22,manchester
flat,80000.0,0.5,2,0,0,BL3,bolton
flat,195000.0,0.9,2,2,1,M5,salford
flat,190000.0,0.9,1,1,1,M5,salford
flat,283000.0,0.4,2,2,1,M16,manchester
flat,360000.0,0.9,3,0,0,M5,salford
terraced,90000.0,2.5,2,0,0,WN7,leigh
semi-detached,215000.0,2.4,3,0,0,WN7,leigh
flat,210000.0,0.4,2,1,0,M4,manchester
semi-detached,200000.0,0.7,2,1,0,M13,manchester
semi-detached,250000.0,,4,1,2,OL6,manchester
semi-detached,280000.0,1.1,3,1,2,M20,manchester
flat,191950.0,0.3,1,1,0,M3,salford
flat,78995.0,0.3,1,1,0,M3,manchester
semi-detached,190000.0,0.7,3,1,1,OL11,rochdale
flat,184995.0,0.6,1,1,1,M16,manchester
terraced,140000.0,1.1,3,1,2,M43,manchester
flat,220000.0,1.0,2,2,1,BL1,bolton
detached,450000.0,0.2,5,2,2,BL5,manchester
semi-detached,124950.0,,2,1,1,BL2,bolton
detached,220000.0,1.9,3,1,2,WN8,lancashire
semi-detached,199950.0,,3,1,2,BL9,bury
flat,284995.0,0.8,3,2,1,M50,salford
flat,252995.0,0.8,2,1,1,M50,salford
flat,179995.0,0.8,1,1,1,M50,salford
flat,395000.0,0.3,3,2,1,M3,salford
flat,295000.0,0.3,2,1,1,M3,salford
flat,200000.0,0.2,1,1,1,M3,salford
terraced,185000.0,,2,1,1,BL8,bury
terraced,240000.0,4.0,3,2,1,BL0,bury
terraced,150000.0,0.6,2,2,0,WN1,wigan
detached,395000.0,1.2,4,2,2,M16,manchester
terraced,140000.0,,3,1,1,WN2,manchester
semi-detached,200000.0,0.3,2,1,2,SK2,cheshire
terraced,175000.0,,3,1,2,M27,manchester
semi-detached,250000.0,,4,2,2,BL8,bury
flat,110000.0,0.3,2,1,1,M28,manchester
flat,136000.0,0.1,1,1,1,M3,manchester
semi-detached,275000.0,,3,1,1,BL2,bolton
detached,525000.0,,4,1,3,M25,manchester
flat,265000.0,1.1,2,1,0,M20,manchester
flat,120000.0,1.2,2,1,1,M40,manchester
flat,150000.0,0.2,1,1,1,SK2,stockport
detached,385000.0,1.1,4,0,0,OL16,rochdale
detached,365000.0,1.1,4,0,0,OL16,rochdale
semi-detached,160000.0,,2,1,1,OL9,oldham
detached,700000.0,1.9,4,2,2,M33,sale
semi-detached,160000.0,0.8,2,2,1,M34,manchester
terraced,200000.0,1.5,3,1,1,M43,manchester
terraced,225000.0,1.9,3,1,1,M23,manchester
flat,129995.0,0.4,2,1,1,BL1,bolton
detached,429995.0,1.7,4,0,0,M29,manchester
flat,188000.0,0.8,2,2,1,SK12,stockport
terraced,129950.0,,2,1,1,BL1,bolton
semi-detached,339995.0,0.6,4,1,0,M13,manchester
semi-detached,375000.0,0.2,3,1,1,M20,manchester
flat,180000.0,0.1,1,1,0,M3,manchester
flat,95950.0,0.6,1,0,0,BL5,bolton
terraced,70000.0,1.5,2,1,1,BL1,bolton
flat,75950.0,0.3,1,1,0,M3,manchester
flat,180000.0,0.7,2,2,2,M14,manchester
detached,450000.0,,4,2,2,OL11,rochdale
detached,450000.0,2.1,4,3,1,OL11,rochdale
detached,425000.0,1.1,5,2,2,OL11,rochdale
detached,325000.0,,4,2,2,BL8,bury
terraced,160000.0,,2,1,1,BL8,bury
semi-detached,200000.0,0.9,3,1,1,M34,manchester
flat,165000.0,0.5,2,2,1,M5,salford
flat,423345.0,0.5,3,2,0,M4,manchester
flat,350345.0,0.5,2,2,0,M4,manchester
terraced,115000.0,0.6,2,1,1,WN6,wigan
terraced,145000.0,0.1,2,1,2,WN5,wigan
flat,110000.0,0.3,1,1,1,WA14,altrincham
detached,380000.0,0.9,3,1,2,SK7,stockport
semi-detached,169950.0,0.6,3,1,1,BL5,bolton
semi-detached,225000.0,1.4,3,1,2,BL1,bolton
detached,269950.0,,3,2,1,BL1,bolton
end terrace,205000.0,1.5,3,1,2,M14,manchester
flat,299000.0,0.5,2,2,0,M4,manchester
flat,140000.0,0.4,2,2,1,M11,manchester
terraced,118000.0,3.3,2,1,1,OL2,oldham
detached,355000.0,0.9,3,4,1,M43,manchester
terraced,125000.0,0.8,3,1,0,BL4,bolton
terraced,119000.0,0.1,2,1,0,M18,manchester
semi-detached,140000.0,1.3,3,1,1,WN2,wigan
detached,350000.0,0.9,4,2,2,WN6,wigan
semi-detached,425000.0,0.6,3,2,2,SK7,stockport
detached,295000.0,,3,2,1,M26,manchester
end terrace,165000.0,1.7,3,1,1,M40,manchester
detached,385000.0,,3,1,2,M6,salford
flat,220000.0,0.3,2,1,1,M3,salford
flat,260000.0,0.7,1,1,1,M17,manchester
flat,255000.0,0.7,1,1,0,M17,manchester
flat,255000.0,0.7,1,1,0,M17,manchester
flat,250000.0,0.9,1,1,1,M50,salford
flat,300600.0,0.1,2,1,1,M4,manchester
flat,300000.0,0.9,2,1,1,M50,salford
flat,269995.0,0.7,2,1,0,M17,manchester
flat,269995.0,0.7,2,1,0,M17,manchester
flat,260000.0,0.9,1,1,1,M50,salford
flat,320000.0,0.1,2,1,1,M4,manchester
flat,320000.0,0.9,2,1,1,M50,salford
flat,445000.0,0.1,1,1,1,M4,manchester
flat,350000.0,0.9,1,1,1,M50,salford
flat,350000.0,0.1,2,1,1,M4,manchester
flat,394995.0,0.9,2,1,1,M50,salford
flat,420000.0,0.1,1,1,0,M4,manchester
flat,430000.0,0.1,3,1,1,M4,manchester
flat,147030.0,0.4,1,1,1,M4,manchester
flat,166920.0,0.4,1,1,1,M4,manchester
flat,75000.0,1.1,1,0,0,BL4,bolton
detached,315000.0,0.7,4,0,0,BL6,bolton
flat,250000.0,1.5,2,2,0,M20,manchester
semi-detached,150000.0,3.8,2,0,0,BL0,lancashire
semi-detached,220000.0,,3,1,1,BL8,bury
flat,215950.0,0.6,2,1,1,M5,salford
flat,159950.0,0.6,1,1,1,M5,salford
flat,149000.0,0.4,2,1,1,SK2,cheshire
terraced,150000.0,0.4,2,1,1,SK3,manchester
flat,515000.0,0.2,3,2,1,M15,manchester
flat,355000.0,0.2,2,1,1,M15,manchester
terraced,140000.0,0.3,2,1,2,WN5,wigan
flat,260000.0,0.2,1,1,1,M15,manchester
flat,257000.0,0.2,2,1,1,M17,manchester
flat,245000.0,0.2,2,1,1,M17,manchester
flat,242000.0,0.2,2,1,1,M17,manchester
flat,179950.0,0.3,1,1,1,M3,salford
flat,149245.0,0.8,1,0,0,M50,lancashire
flat,130000.0,0.2,1,1,1,M4,manchester
flat,299950.0,0.2,2,1,1,M3,salford
flat,185000.0,0.5,1,1,1,M1,manchester
flat,82000.0,0.7,2,1,1,WN5,manchester
flat,130000.0,0.2,1,1,1,M4,manchester
flat,115000.0,1.0,2,2,1,M46,manchester
detached,450000.0,1.5,4,2,2,M28,manchester
semi-detached,330000.0,1.9,3,2,2,OL12,rochdale
semi-detached,140000.0,0.9,2,1,1,WN5,wigan
terraced,120000.0,1.5,2,1,1,BL3,bolton
detached,725000.0,0.5,4,3,2,SK7,stockport
flat,280000.0,0.4,2,1,1,M1,manchester
terraced,260000.0,0.8,5,4,1,BL4,bolton
detached,390000.0,0.8,4,2,2,M28,manchester
detached,635000.0,1.3,4,0,0,BL5,bolton
detached,750000.0,0.4,5,0,0,BL6,bolton
end terrace,85000.0,0.4,2,0,0,BL4,bolton
semi-detached,184995.0,1.0,3,1,1,BL3,manchester
detached,500000.0,,4,3,2,OL11,rochdale
detached,285000.0,1.0,4,2,2,WN3,manchester
semi-detached,285000.0,,5,3,1,BL9,bury
semi-detached,380000.0,0.3,3,2,2,M20,manchester
flat,125000.0,1.0,1,1,0,M50,salford
semi-detached,300000.0,,4,2,2,M6,manchester
end terrace,80000.0,3.0,2,1,1,OL2,oldham
terraced,210000.0,,5,1,0,OL8,oldham
flat,259995.0,0.6,2,1,1,M16,manchester
flat,259995.0,0.6,2,1,1,M16,manchester
flat,184995.0,0.6,1,1,1,M16,manchester
terraced,175000.0,,4,1,2,OL4,oldham
flat,284995.0,0.8,3,2,1,M50,salford
detached,575000.0,1.8,4,0,0,M33,manchester
flat,252995.0,0.8,2,1,1,M50,salford
flat,175995.0,0.8,1,1,1,M50,salford
flat,260000.0,0.8,3,0,0,M50,salford
semi-detached,160000.0,1.5,3,1,1,WN2,wigan
semi-detached,399999.0,0.3,4,3,2,M41,manchester
terraced,225000.0,4.1,2,1,1,BL0,bury
semi-detached,169950.0,0.6,3,1,1,WN4,wigan
terraced,130000.0,0.7,3,1,1,BL3,bolton
flat,120000.0,1.1,2,2,1,BL3,bolton
flat,89950.0,2.6,2,1,1,WN7,leigh
flat,395000.0,0.3,3,2,1,M3,salford
flat,295000.0,0.3,2,1,1,M3,salford
semi-detached,270000.0,0.6,3,1,2,BL2,bolton
semi-detached,350000.0,1.3,3,1,1,BL1,bolton
detached,240000.0,0.3,3,1,1,WN6,wigan
semi-detached,285000.0,,3,2,1,BL9,bury
flat,89950.0,,2,2,1,BL1,bolton
detached,575000.0,,4,3,3,BL8,bury
flat,90000.0,0.4,2,0,0,BL5,bolton
semi-detached,184995.0,1.1,3,1,2,BL3,bolton
detached,372500.0,1.0,4,3,2,WN4,wigan
flat,355000.0,0.2,2,1,1,M15,manchester
terraced,165000.0,0.2,3,2,1,OL16,rochdale
terraced,165000.0,0.6,3,1,2,BL6,manchester
semi-detached,235000.0,1.3,3,1,2,WN2,wigan
flat,260000.0,0.2,1,1,1,M15,manchester
detached,140000.0,1.2,4,1,1,WN2,wigan
detached,259995.0,1.2,3,2,2,WN4,wigan
flat,530897.0,0.2,3,2,1,M15,manchester
flat,268353.0,0.2,1,1,1,M15,manchester
flat,90000.0,,2,1,1,BL9,manchester
flat,257000.0,0.2,2,1,1,M17,manchester
semi-detached,165000.0,0.4,3,1,1,SK14,hyde
flat,287888.0,0.2,1,1,1,M15,manchester
flat,542416.0,0.2,3,2,1,M15,manchester
terraced,160000.0,2.1,3,1,2,WN2,wigan
flat,245000.0,0.2,2,1,1,M17,manchester
flat,242000.0,0.2,2,1,1,M17,manchester
flat,391300.0,0.2,2,2,1,M15,manchester
